datetime,BTCUSD,ETHUSD,SOLUSD,BNBUSD,AVAXUSD
2022-01-28,1.64879360940475e-11,7.146406821515332e-10,1.7042186939946044e-07,3.2893948608919915e-08,8.774717972083283e-07
2022-01-29,1.696068894267322e-11,7.211128661954593e-10,1.8355559771660512e-07,3.298313668899117e-08,9.117415495003312e-07
2022-01-30,1.7402662974562392e-11,7.062123244850157e-10,1.9209939611648753e-07,3.515999425336919e-08,9.65322324842071e-07
2022-01-31,1.7368961154865144e-11,6.996905281331822e-10,2.027918955197351e-07,3.371824384608977e-08,9.508041774156269e-07
2022-02-01,1.684683147597284e-11,7.150059770214375e-10,2.0363595639778407e-07,3.4984309074548455e-08,9.527104677538832e-07
2022-02-02,1.9416402536164307e-11,7.309250374697739e-10,2.0906903104225957e-07,3.939141688278302e-08,9.678294231037048e-07
2022-02-03,1.9226722122131048e-11,7.119783087058027e-10,2.0957836000025658e-07,3.941681990909094e-08,9.624023600214625e-07
2022-02-04,2.364472580634599e-11,7.97317705322286e-10,2.2055004010766645e-07,4.41798157675428e-08,1.0135133038407422e-06
2022-02-05,2.363775024393912e-11,8.008472241155567e-10,2.2330010151164887e-07,4.599679520595054e-08,1.0015460127368002e-06
2022-02-06,2.422610495393012e-11,7.719480587299279e-10,2.136325810924675e-07,4.4770236525888034e-08,9.6816539838342e-07
2022-02-07,2.538899967186091e-11,7.822814649632253e-10,2.1376670943729157e-07,4.6486950175582084e-08,9.94509701234816e-07
2022-02-08,2.482711807087357e-11,7.615194387141697e-10,2.0848281050854154e-07,4.845713635951126e-08,9.637224673072087e-07
2022-02-09,2.3511982539640714e-11,7.535405948153151e-10,1.8327668573364533e-07,4.7838014397968086e-08,8.847210744772956e-07
2022-02-10,2.0645732523486233e-11,6.817155149045566e-10,1.8136144530645512e-07,4.391620695943447e-08,7.589349254025126e-07
2022-02-11,2.0388183718631315e-11,6.881798268360291e-10,1.810468084807471e-07,4.431393026337819e-08,7.473584054948964e-07
2022-02-12,1.8787669325104016e-11,6.304740059592459e-10,1.7152014964069413e-07,4.172501522589666e-08,6.814509612656063e-07
2022-02-13,1.853965567932418e-11,6.252192491355187e-10,1.7500082011801205e-07,4.1551735493591184e-08,6.971381049611933e-07
2022-02-14,1.864059417200928e-11,6.413059029934033e-10,1.786385982663867e-07,4.0753292760762716e-08,6.73431146256038e-07
2022-02-15,2.077366045131335e-11,7.27714839178834e-10,1.9284749159209603e-07,4.2493485359073354e-08,7.067058516754517e-07
2022-02-16,2.115403093603555e-11,7.255099938882854e-10,1.937965303454959e-07,4.076662743104475e-08,6.960979586663604e-07
2022-02-17,2.393804327607547e-11,7.484116048480262e-10,2.1403834807538823e-07,4.456488029114475e-08,6.796164756043546e-07
2022-02-18,2.3901738608503732e-11,7.534341264134399e-10,2.1040852322757513e-07,4.438372107719909e-08,6.314974988107713e-07
2022-02-19,2.3585810746096302e-11,7.631667520295846e-10,2.034481119763022e-07,4.142194568328668e-08,5.602745525146559e-07
2022-02-20,2.5712282410684854e-11,8.017535470530131e-10,1.8760267577997184e-07,4.534043821602957e-08,5.932412211890866e-07
2022-02-21,2.6938310448097832e-11,7.722803725853207e-10,1.937507566850263e-07,4.709176658709117e-08,5.981725575613219e-07
2022-02-22,2.5242591019544738e-11,7.47758551710116e-10,1.9343960556930282e-07,4.5219642169795274e-08,5.63508952567131e-07
2022-02-23,2.6455294252624283e-11,7.72740060674518e-10,1.9742070146014433e-07,4.5924824288142086e-08,5.646879570387654e-07
2022-02-24,2.269426696192634e-11,6.797022401770999e-10,1.8834624742201564e-07,4.124578023678485e-08,4.877573103983894e-07
2022-02-25,2.369805349937231e-11,7.318628242070623e-10,1.9207747126157092e-07,4.173234747131336e-08,5.050874232341617e-07
2022-02-26,2.2209997742921137e-11,7.166590413927792e-10,1.9717241374163428e-07,4.100773905466192e-08,4.864083457165698e-07
2022-02-27,2.2945934130054972e-11,7.576051169888645e-10,2.0945615906517597e-07,4.199164812162119e-08,4.876649902445891e-07
2022-02-28,2.7132695710358928e-11,8.472040179657075e-10,2.261191656923497e-07,4.511047967639922e-08,5.137545631836915e-07
2022-03-01,2.7811925475061738e-11,8.227819061032844e-10,2.2660786541702622e-07,4.4034756557825616e-08,5.005560205830492e-07
2022-03-02,2.7563811740427786e-11,7.857423444747025e-10,2.1603290216901214e-07,4.3073678575745317e-08,5.114833175192757e-07
2022-03-03,2.7994606576264794e-11,7.863963492011894e-10,2.0541856425563177e-07,4.1684124922126194e-08,4.854157931866035e-07
2022-03-04,3.1384405444409016e-11,8.862941834938656e-10,2.2131191371765652e-07,4.660592251752929e-08,4.95439338832988e-07
2022-03-05,3.179563737604108e-11,9.058718174694099e-10,2.1424445579776232e-07,4.812797812801047e-08,4.691333835348064e-07
2022-03-06,3.293895285294983e-11,9.745689873474375e-10,2.28119028268509e-07,4.961828601189231e-08,4.783771611531571e-07
2022-03-07,3.111705090970065e-11,9.145642416277009e-10,2.1679714543837545e-07,4.755176905786086e-08,4.3208037821750814e-07
2022-03-08,3.1201422505000446e-11,9.36591722526809e-10,2.0992622355679312e-07,4.69465965113491e-08,4.307653649879067e-07
2022-03-09,3.035931426024104e-11,9.213976614008292e-10,2.0004365028144654e-07,4.387618915253924e-08,4.30756585660815e-07
2022-03-10,3.223648291126994e-11,9.486764633462723e-10,2.0480249550905026e-07,4.686442266876241e-08,4.351194070713804e-07
2022-03-11,3.2833026461171034e-11,9.635879106059118e-10,2.058198959199308e-07,4.674586562839273e-08,4.414869257527614e-07
2022-03-12,3.0025675964610483e-11,8.993167538985729e-10,2.0984003253339913e-07,4.239371887642974e-08,3.823084196766767e-07
2022-03-13,3.046898835922113e-11,9.277469925801789e-10,2.0693344778403865e-07,4.1443872731224534e-08,3.852538229295703e-07
2022-03-14,3.125295672570214e-11,9.468623874415166e-10,2.0606285512357624e-07,4.1183966092370414e-08,3.6014067772362386e-07
2022-03-15,3.0087295750366855e-11,9.366401529590573e-10,2.0942033855005635e-07,3.9932281916345154e-08,3.6534845515665687e-07
2022-03-16,3.069302853241086e-11,9.914312171627443e-10,2.1805925502297045e-07,4.1915665635922206e-08,3.913346019847677e-07
2022-03-17,2.9861070662307126e-11,9.47614356326001e-10,2.11541077031775e-07,4.0483935924870335e-08,3.9818178864791526e-07
2022-03-18,3.0370899731220943e-11,9.870400785884253e-10,2.073122010069171e-07,4.125065763381313e-08,4.1604027148822893e-07
2022-03-19,2.8875415706753408e-11,9.178409713787973e-10,1.9991742651690767e-07,3.860874624356909e-08,3.9246055203953113e-07
2022-03-20,2.5833047481734903e-11,8.630422807352988e-10,1.9632372321972363e-07,3.453151198615928e-08,3.791071033758687e-07
2022-03-21,2.5116143465840633e-11,8.616063243086643e-10,1.955149100507637e-07,3.427144042999033e-08,3.7761648734140063e-07
2022-03-22,2.5868100232129057e-11,8.794944683528486e-10,1.9865320726970258e-07,3.554938310383651e-08,3.7238699333885274e-07
2022-03-23,2.4838438875076727e-11,8.454945433507483e-10,1.9923083766113768e-07,3.509962698945943e-08,3.585710477453305e-07
2022-03-24,2.2097898681257288e-11,7.627064271767517e-10,1.9168410817089626e-07,3.0395233613683126e-08,3.5054129263471963e-07
2022-03-25,2.192114133061346e-11,7.21169404941585e-10,1.938383047240232e-07,2.8234207518605765e-08,3.6540426107535377e-07
2022-03-26,2.0486959930175928e-11,6.493131356895217e-10,1.8207924853864733e-07,2.6955510996024444e-08,3.4655823336385803e-07
2022-03-27,2.1983135849866834e-11,6.703924717302751e-10,1.8979375899270724e-07,2.8557954691881262e-08,3.7338653185775474e-07
2022-03-28,2.129359474116115e-11,6.368881523230583e-10,1.9030350536854066e-07,2.844719922861993e-08,3.668571712687682e-07
2022-03-29,1.8564969567077654e-11,5.769252672362727e-10,1.8227910486140916e-07,2.7431387385680336e-08,3.5364780087655465e-07
2022-03-30,1.6322235909635972e-11,5.159154980649009e-10,1.7359604137009734e-07,2.4830309039779526e-08,3.3537056256540375e-07
2022-03-31,1.6603769478096355e-11,5.130660209968223e-10,1.6623242532586584e-07,2.6223640003739705e-08,3.214592773150308e-07
2022-04-01,1.6815117391967073e-11,5.299463142860377e-10,1.6801979901459126e-07,2.7725658107529426e-08,3.1853193682797917e-07
2022-04-02,1.5050031279669288e-11,4.803566325807446e-10,1.5419242271144582e-07,2.552925966246484e-08,2.742179182614162e-07
2022-04-03,1.3156256853766294e-11,4.528128257898411e-10,1.4873537974506846e-07,2.4197365913257572e-08,2.7625495457253167e-07
2022-04-04,1.2835264433301901e-11,4.3639158986460607e-10,1.450242451553298e-07,2.402221713922651e-08,2.778817945113353e-07
2022-04-05,1.2316042170185631e-11,4.0738985672999867e-10,1.3865792248447032e-07,2.1621002697032398e-08,2.687203322324251e-07
2022-04-06,1.3611161378160775e-11,4.308149816967459e-10,1.543475970456823e-07,2.3320898634613656e-08,2.818533110948181e-07
2022-04-07,1.319920295447622e-11,3.9998136246617774e-10,1.5874767198170746e-07,2.4301837919356557e-08,2.8249771478755113e-07
2022-04-08,1.3872080427023963e-11,4.109681939032249e-10,1.6593518631866642e-07,2.599001917951905e-08,2.9003348231620236e-07
2022-04-09,1.3357475568805025e-11,4.0372769009564613e-10,1.5798269958638316e-07,2.4865284278221765e-08,2.761982826473495e-07
2022-04-10,1.4060567819139254e-11,4.1202767594854037e-10,1.6124439353916594e-07,2.5482281372913458e-08,3.124145478229553e-07
2022-04-11,1.5378172070910272e-11,4.4358200639716965e-10,1.815472759071049e-07,2.7618880647154604e-08,3.5991867559740114e-07
2022-04-12,1.5410579435666936e-11,4.3707634602298135e-10,1.773405897737728e-07,2.9598147701904706e-08,3.708663819618983e-07
2022-04-13,1.5631318951417428e-11,4.4326348759828855e-10,1.721603544640527e-07,3.006677155988517e-08,4.052568120543361e-07
2022-04-14,1.6869234132579707e-11,4.764067150816526e-10,1.7618139333701647e-07,3.099238502420567e-08,4.182932942128724e-07
2022-04-15,1.7512459723747807e-11,4.655956252794956e-10,1.6710889458974323e-07,3.02290597691506e-08,4.050097745564562e-07
2022-04-16,1.5819609991534812e-11,4.264808746200435e-10,1.5785046601191044e-07,2.7611629753958532e-08,3.856060820365317e-07
2022-04-17,1.6793193424780692e-11,4.5293287447078193e-10,1.6548680083065294e-07,3.0359537288151956e-08,4.4300465001791513e-07
2022-04-18,1.755453685054473e-11,4.569659689095741e-10,1.6301255355603231e-07,3.1257701675728794e-08,4.569970908502172e-07
2022-04-19,1.802818652839058e-11,4.693533853722101e-10,1.712118284196958e-07,3.111643462192855e-08,4.809209868904388e-07
2022-04-20,1.707827681816033e-11,4.515094121109917e-10,1.7736972152381783e-07,3.0280662850653057e-08,5.041553903188922e-07
2022-04-21,1.7341575148657953e-11,4.410099040402267e-10,1.7928000308132163e-07,3.0441719219903294e-08,5.521668580062166e-07
2022-04-22,1.788960478310748e-11,4.478532415434634e-10,1.818987966977978e-07,2.965591512920828e-08,5.659678631243954e-07
2022-04-23,1.785552002014565e-11,4.4408913697545065e-10,1.7788059148885578e-07,2.929399328214286e-08,5.884830003941716e-07
2022-04-24,1.776675873501634e-11,4.529967744212558e-10,1.8284297941131107e-07,2.9633439385238597e-08,6.166618011040938e-07
2022-04-25,1.7772627829616587e-11,4.4699503247623485e-10,1.817507568532546e-07,3.021747143993081e-08,6.082354536479304e-07
2022-04-26,1.847880995109046e-11,4.667464273199744e-10,1.8825497242216894e-07,3.0960697111367304e-08,6.471559101323479e-07
2022-04-27,1.9371930320828433e-11,4.771132026809267e-10,1.902608785784069e-07,3.01633966871715e-08,6.48886248010537e-07
2022-04-28,1.8640079668253212e-11,4.808859218387108e-10,1.7594044566721415e-07,3.024660717103069e-08,6.776398032656318e-07
2022-04-29,1.9039102993070422e-11,4.873173265401825e-10,1.8417281783507183e-07,3.1420275843317217e-08,7.56108671902617e-07
2022-04-30,1.9433127748164036e-11,5.0595823736727e-10,2.256215578915735e-07,3.328450709939083e-08,8.585204927882579e-07
2022-05-01,1.79361880098955e-11,4.893144078836595e-10,2.20030435708283e-07,3.24812139170932e-08,8.365596796289666e-07
2022-05-02,1.7386772925468128e-11,4.857429867675348e-10,2.2249426210596015e-07,2.9861158687393755e-08,8.408887918387366e-07
2022-05-03,1.7254780045995286e-11,4.933753015467338e-10,2.2940938148910384e-07,3.012078292546326e-08,8.214063767543207e-07
2022-05-04,1.7417116061006165e-11,5.111623740462314e-10,2.464038385459886e-07,3.212078051867435e-08,8.841089271544467e-07
2022-05-05,1.9145594406076258e-11,5.551040855541665e-10,2.7379349660603e-07,3.4868074962479616e-08,9.585379229714794e-07
2022-05-06,1.9451602429064738e-11,5.596264963682087e-10,2.81055384501516e-07,3.491683049126697e-08,9.812642153906107e-07
2022-05-07,1.9157561807024492e-11,5.546381128775472e-10,2.9170176533247784e-07,3.5427055017199114e-08,9.777513352996273e-07
2022-05-08,1.9813258035145987e-11,5.799746563635354e-10,3.096636719120908e-07,3.6117721108412356e-08,1.0310973076873772e-06
2022-05-09,2.207987510588858e-11,6.328830434309813e-10,3.425497003394374e-07,4.5033138612056824e-08,1.1967090729828045e-06
2022-05-10,2.2583369336158253e-11,6.478487087401789e-10,3.4574991956317215e-07,4.762053538533205e-08,1.2120246321335737e-06
2022-05-11,2.3571165758920295e-11,6.888055998882095e-10,4.0017090008898494e-07,5.383062028797164e-08,1.4053783364918054e-06
2022-05-12,2.2789049387792243e-11,7.140253739267183e-10,4.248735578820989e-07,5.359745792562764e-08,1.4067845738145734e-06
2022-05-13,2.260837434433124e-11,7.236492153661449e-10,4.5432119785338205e-07,5.707816812879078e-08,1.448356048267506e-06
2022-05-14,2.4178806916430825e-11,7.467405464859474e-10,4.804108615944164e-07,5.8490894909780887e-08,1.5230180506510538e-06
2022-05-15,2.5740202718699087e-11,7.918253441763254e-10,5.270392108338835e-07,6.241959423188984e-08,1.6346646570532773e-06
2022-05-16,2.589995991543227e-11,7.951826545539744e-10,5.462145378502174e-07,6.320361334887928e-08,1.7611965203822959e-06
2022-05-17,2.575967289595736e-11,8.09588689165388e-10,5.655240782534833e-07,6.472766143496228e-08,1.852613232906832e-06
2022-05-18,2.8469958669359458e-11,9.219761678638834e-10,6.442709592820867e-07,6.965151122178999e-08,2.19762704534816e-06
2022-05-19,2.986249340779084e-11,9.504134911819996e-10,6.491351970923723e-07,7.384656945622876e-08,2.1600094691934073e-06
2022-05-20,3.064547263169536e-11,9.54657769463388e-10,6.328589155545419e-07,7.163723834271891e-08,2.1078195436351026e-06
2022-05-21,3.04689071249151e-11,9.34041866323901e-10,6.282289101368528e-07,7.29399658676402e-08,2.1794292756681204e-06
2022-05-22,3.2681811124353864e-11,1.0006781871741578e-09,6.581265270440024e-07,7.499913231210702e-08,2.297842367500035e-06
2022-05-23,3.394217671112387e-11,1.0190783871195034e-09,6.911670149785994e-07,7.402091547595989e-08,2.4752657036683154e-06
2022-05-24,3.3418439282633976e-11,9.743862467719484e-10,6.699502660533624e-07,7.320855158723671e-08,2.3754727588101625e-06
2022-05-25,3.101326170447051e-11,9.538093045010572e-10,6.671033191997522e-07,7.042549202426658e-08,2.4905533492665303e-06
2022-05-26,3.09393107237325e-11,1.0251001091159122e-09,7.05114551545049e-07,7.434621862758367e-08,2.760551007395173e-06
2022-05-27,3.1123804756684084e-11,1.0447133025933734e-09,7.180272584730689e-07,7.191796922305381e-08,2.819791147315445e-06
2022-05-28,2.978581813355478e-11,1.0239799239250362e-09,7.663617678822787e-07,7.2259890165839e-08,3.0322782119344192e-06
2022-05-29,2.8769753144230986e-11,1.0324692269355977e-09,7.277965305885117e-07,6.333092996062065e-08,2.970749576015541e-06
2022-05-30,3.112459688551818e-11,1.1325535944268715e-09,7.474203263138461e-07,6.396509980128498e-08,3.0352608195848617e-06
2022-05-31,2.951270098307052e-11,1.1061474058236898e-09,7.053938176301323e-07,5.628939137596738e-08,2.8831474011524387e-06
2022-06-01,3.2054958105165663e-11,1.1555095504911126e-09,7.879052025074919e-07,6.228208074636184e-08,3.171751597574697e-06
2022-06-02,3.298503839359761e-11,1.1382284319468336e-09,7.697189863568529e-07,6.088786959737894e-08,3.2179784816574726e-06
2022-06-03,3.301460546828495e-11,1.1678556724432087e-09,7.988113453040804e-07,6.363157787309213e-08,3.4328589171511976e-06
2022-06-04,3.102652269181968e-11,1.1484788514506128e-09,7.655233787368446e-07,6.107452567398746e-08,3.652890548954705e-06
2022-06-05,2.8844340412975684e-11,1.0867301237877392e-09,7.392426162313934e-07,5.8510047028814444e-08,3.5264957558853434e-06
2022-06-06,3.0174096444253475e-11,1.0922574769897165e-09,7.68018569748119e-07,5.7060072651595195e-08,3.5782169483184174e-06
2022-06-07,2.723479209046548e-11,9.929221963202368e-10,7.355068377262741e-07,5.160887438196047e-08,3.3008663665812495e-06
2022-06-08,2.6275176222248017e-11,9.421094164099014e-10,7.280631067647925e-07,4.6068975584418934e-08,3.2730176132756644e-06
2022-06-09,2.4450827954375758e-11,9.010013705780722e-10,7.273803873672838e-07,4.5669322824124664e-08,3.1925405318423193e-06
2022-06-10,2.5674075300082547e-11,9.983995742474539e-10,7.972724002801475e-07,4.340459473942484e-08,3.5200449399839294e-06
2022-06-11,2.502833890556262e-11,1.053157226144658e-09,8.822136150408132e-07,5.026711507060994e-08,3.89708615507362e-06
2022-06-12,2.5950035821883916e-11,1.0823350336061979e-09,9.46098552962165e-07,5.692698480204352e-08,4.198004169538366e-06
2022-06-13,3.04237744187848e-11,1.2430619368184557e-09,9.9763913831972e-07,6.696237671241511e-08,4.398078605406981e-06
2022-06-14,3.078559407546103e-11,1.216827703182756e-09,1.0084749665396648e-06,6.67433654171775e-08,4.3033849297631835e-06
2022-06-15,3.097896197794699e-11,1.146992162051777e-09,1.0412029535268336e-06,6.697682768741834e-08,4.256243233834341e-06
2022-06-16,3.7956919486282036e-11,1.4528805244311001e-09,1.131122404535211e-06,8.348054273848743e-08,4.893210069447686e-06
2022-06-17,3.8034182270718036e-11,1.48466316202275e-09,1.0916782865329992e-06,8.72391355678212e-08,4.7380629286533985e-06
2022-06-18,4.061144114752257e-11,1.613741639352106e-09,1.1106228092684807e-06,1.0110287042141436e-07,5.110537711875036e-06
2022-06-19,4.2965463167589254e-11,1.7471770476978571e-09,1.1337684277198425e-06,1.1247204072930086e-07,5.530463481379262e-06
2022-06-20,4.304521928118664e-11,1.7086836870492201e-09,1.1360666354594089e-06,1.1385145933724456e-07,5.73606206749535e-06
2022-06-21,4.085231223346962e-11,1.6335707719913332e-09,1.0395889186933134e-06,1.1007449114455964e-07,5.528862282821838e-06
2022-06-22,4.2713940104663085e-11,1.838121499577603e-09,1.081964371069978e-06,1.1213678733341492e-07,5.76286083469376e-06
2022-06-23,4.592886424387862e-11,2.026301436103832e-09,1.105717402946453e-06,1.1993871057119194e-07,6.1645299189718936e-06
2022-06-24,4.614276570565932e-11,2.1479343403021008e-09,1.1533575391400527e-06,1.2660008903771116e-07,6.238227065447598e-06
2022-06-25,4.7507044698828443e-11,2.1849974997391976e-09,1.1408522138938609e-06,1.251935369151483e-07,6.352868152869305e-06
2022-06-26,4.806949376639551e-11,2.2599448648545217e-09,1.1616891105550886e-06,1.3021544702865328e-07,6.684586280228215e-06
2022-06-27,4.940587379798008e-11,2.2489121164562356e-09,1.1401890751875873e-06,1.2874239843633546e-07,6.6819417268151535e-06
2022-06-28,5.0284891834288336e-11,2.362221189500656e-09,1.2121367882743394e-06,1.3378200027289985e-07,7.019086553032138e-06
2022-06-29,5.094872365256799e-11,2.4776745188409893e-09,1.2291628389825304e-06,1.401632070914118e-07,7.194346420685838e-06
2022-06-30,5.0489277761853986e-11,2.4441143058471655e-09,1.1529637265872265e-06,1.3845315625052644e-07,7.012279537414734e-06
2022-07-01,5.108635459509599e-11,2.3320037963345106e-09,1.0527452683805672e-06,1.3221675098489705e-07,6.814757135334415e-06
2022-07-02,4.8116587102542593e-11,2.2782135434133436e-09,9.77205501339186e-07,1.2770393731884507e-07,6.5262281906744435e-06
2022-07-03,4.289220191072551e-11,2.147712421309515e-09,9.195607649157265e-07,1.1633536289863695e-07,6.569677874629365e-06
2022-07-04,4.7747409612279154e-11,2.3613176723598375e-09,1.0021556387813783e-06,1.2759678663457786e-07,6.944115941986961e-06
2022-07-05,4.727663622753879e-11,2.3816154974222737e-09,9.529438295660165e-07,1.2386242716375515e-07,6.720366388488115e-06
2022-07-06,4.09828783504629e-11,2.14856201586969e-09,8.751675323361561e-07,1.1191270691127094e-07,6.215026434578004e-06
2022-07-07,4.521094091399502e-11,2.212108206341897e-09,8.854684477302617e-07,1.0804202265448863e-07,6.303270451706207e-06
2022-07-08,4.0799492429339407e-11,2.0352042953408286e-09,8.61100797566424e-07,9.387720460348637e-08,5.8861476050263775e-06
2022-07-09,3.5953545056102323e-11,1.7989155899750527e-09,8.167284555298383e-07,8.120695136984897e-08,5.411326267179377e-06
2022-07-10,3.865696382421319e-11,1.9575797594879677e-09,8.625889551724659e-07,8.815773880218178e-08,5.431962234072989e-06
2022-07-11,4.2728532873477986e-11,2.1878322116100777e-09,9.955501834629159e-07,9.414570015642565e-08,6.161312982705912e-06
2022-07-12,4.2914989640587034e-11,2.185746795318114e-09,9.766376318166218e-07,9.359281091975349e-08,6.0416529065873345e-06
2022-07-13,4.14331743207926e-11,2.10757243055012e-09,9.57852078191802e-07,8.774208533540399e-08,5.771415341622975e-06
2022-07-14,4.215214399279205e-11,2.1085931793669444e-09,9.527180990125181e-07,8.311715974370613e-08,5.528062163302587e-06
2022-07-15,4.174075977720922e-11,2.1452139447453466e-09,9.587903486153434e-07,8.290991670072119e-08,5.420606511937799e-06
2022-07-16,4.0429575439608345e-11,2.2083881924625023e-09,9.406382617938415e-07,8.529163850075508e-08,5.278162881262351e-06
2022-07-17,4.087764925126097e-11,2.215306049509071e-09,9.425930268112297e-07,8.641599327484146e-08,5.303462153488127e-06
2022-07-18,4.271023266047811e-11,2.274852942157081e-09,9.335342845566462e-07,8.81560639004077e-08,5.271786297973181e-06
2022-07-19,4.3514050301092126e-11,2.1812761038064355e-09,8.996476093524894e-07,8.22274643091733e-08,5.131553247107214e-06
2022-07-20,4.231288077816565e-11,2.1188784132483447e-09,9.280512193828765e-07,8.680672355418199e-08,4.972616245092938e-06
2022-07-21,4.027261539547554e-11,2.157666992695633e-09,9.182464891130089e-07,8.817592808827628e-08,4.805353795542429e-06
2022-07-22,4.14436788114685e-11,2.171150849302481e-09,9.349172982688797e-07,8.698040545773082e-08,4.775082502257895e-06
2022-07-23,4.201725167983609e-11,2.150843982163333e-09,9.484821771981984e-07,8.789080214456049e-08,4.544857114892505e-06
2022-07-24,3.720505869362418e-11,1.9878536408181445e-09,8.537618220494413e-07,7.820139744334068e-08,4.110955930595843e-06
2022-07-25,4.0750591083168435e-11,2.1187576170856433e-09,9.218865190137705e-07,9.106476529510612e-08,4.600773250871756e-06
2022-07-26,3.9482175995062525e-11,1.999676652427373e-09,8.921008656320945e-07,8.90085494475594e-08,4.435750969008015e-06
2022-07-27,4.011709435609536e-11,2.049129982838546e-09,9.2343157080644e-07,9.799804489523235e-08,4.565264057629706e-06
2022-07-28,4.1954978979742715e-11,2.0748906317507573e-09,9.471519875098745e-07,9.979626035157274e-08,4.542366960000321e-06
2022-07-29,4.155042972654213e-11,2.0551805678135046e-09,9.50301678168987e-07,1.0118538557592714e-07,4.517276949635857e-06
2022-07-30,3.9139577668697035e-11,1.9312504202650313e-09,9.047907551223283e-07,9.492622866652132e-08,4.23411861941083e-06
2022-07-31,3.585611830700903e-11,1.7118027111536743e-09,7.839658772417629e-07,8.850182240536977e-08,3.480589110655373e-06
2022-08-01,3.2637065331955085e-11,1.552848322983475e-09,7.645709667594355e-07,8.37121024694966e-08,3.2635199447364482e-06
2022-08-02,3.038575763727156e-11,1.3829284390112044e-09,7.471517680804687e-07,7.705136719744587e-08,2.9303056834316388e-06
2022-08-03,2.949488130513787e-11,1.2287519109100715e-09,7.022041951273809e-07,7.672140856216157e-08,2.785933579641485e-06
2022-08-04,2.9136628223788294e-11,1.163037822989173e-09,7.011914798251383e-07,7.979632912427264e-08,2.763265443826886e-06
2022-08-05,2.963266709587654e-11,1.0924984755648755e-09,6.844042381979644e-07,7.245498818308144e-08,2.6382884402544396e-06
2022-08-06,2.9510503438186544e-11,1.1279601663522109e-09,6.809242284063453e-07,7.115883640786375e-08,2.6695513882140157e-06
2022-08-07,2.63838478248546e-11,9.505852348875532e-10,6.291727325225503e-07,6.723364134576089e-08,2.444265322369861e-06
2022-08-08,2.663856916093969e-11,9.971602255829696e-10,6.578374238570828e-07,6.648809438053244e-08,2.4015238263991063e-06
2022-08-09,2.8816687129202943e-11,1.0506107971164639e-09,6.801754363731927e-07,6.19404470986235e-08,2.3538895611602707e-06
2022-08-10,3.0745588855152794e-11,1.0888743405444185e-09,7.056526858065931e-07,5.869503883655935e-08,2.306842342608738e-06
2022-08-11,2.939560391002999e-11,1.0630712023419904e-09,6.632575178910482e-07,5.8572410488653554e-08,2.1720432994787407e-06
2022-08-12,2.975621189186544e-11,1.1054394555209385e-09,7.034734631568198e-07,5.807462633561774e-08,2.2537646479170535e-06
2022-08-13,2.923542913701395e-11,1.0668155604544203e-09,6.964586073382028e-07,5.788989692015105e-08,2.2375559907792265e-06
2022-08-14,2.588541440964962e-11,9.383122476130075e-10,6.296880490717482e-07,4.7585353853339e-08,1.842041380133207e-06
2022-08-15,2.5858509160814445e-11,9.554864626584091e-10,6.357981205591407e-07,4.505941715544183e-08,1.7983946641174798e-06
2022-08-16,2.1396632582051757e-11,8.10958617884859e-10,5.783792397112426e-07,3.548663686319109e-08,1.5677452886505173e-06
2022-08-17,2.0965665858083465e-11,7.87127758842421e-10,6.104409763319028e-07,3.778697116367487e-08,1.7459770289978988e-06
2022-08-18,2.1349595814718815e-11,7.994699265403169e-10,6.28576201099117e-07,3.8436630865252225e-08,1.980991635514755e-06
2022-08-19,2.714820246722179e-11,9.268159779705655e-10,6.781132655452136e-07,4.313896561215352e-08,2.16814071917989e-06
2022-08-20,2.708686958906088e-11,9.479112104374587e-10,6.712980452278691e-07,4.3169465235705076e-08,2.1297561052246745e-06
2022-08-21,2.8738816320487807e-11,9.467437978658173e-10,7.042255389673024e-07,5.1461589497883166e-08,2.248499084541106e-06
2022-08-22,2.809063424240977e-11,9.47944341171661e-10,6.885721478405975e-07,5.19274701973123e-08,2.196141855745565e-06
2022-08-23,2.805093168231779e-11,9.722519725607958e-10,6.791619072416943e-07,4.882846065345603e-08,2.360302871798033e-06
2022-08-24,2.767054428175206e-11,9.642288672199802e-10,7.009193647310088e-07,4.7003395862050277e-08,2.4264758178270136e-06
2022-08-25,2.6253343265608532e-11,8.953218475762483e-10,6.735284198585139e-07,4.8494834534916703e-08,2.194373886311112e-06
2022-08-26,2.805669940593397e-11,9.82066698168842e-10,7.779444697751572e-07,5.96300478417937e-08,2.531380708499319e-06
2022-08-27,2.7690669337901292e-11,9.892639635914414e-10,7.627199836068767e-07,5.7072555778479525e-08,2.6098610405413992e-06
2022-08-28,2.7950170289001835e-11,1.029483724317124e-09,8.312367660238528e-07,5.773129889197664e-08,3.23652091023489e-06
2022-08-29,2.8009196243152394e-11,1.101938975564816e-09,8.848994934973053e-07,6.382237471261494e-08,3.3953332018942753e-06
2022-08-30,2.7725813926022955e-11,1.0343146020312435e-09,9.04904395095411e-07,6.593313423036056e-08,3.2867883667021293e-06
2022-08-31,2.8655586405039332e-11,1.047009195984818e-09,9.017018519520822e-07,6.593681679080204e-08,3.316134301563963e-06
2022-09-01,2.7588714328131304e-11,1.02775970257304e-09,8.544470737366491e-07,6.471479312513914e-08,3.296459002847304e-06
2022-09-02,2.8186014557007367e-11,1.0186493212565827e-09,8.630609054982369e-07,6.377724945586644e-08,3.4736088259782784e-06
