regime,mean,std,count,ann_return,ann_vol,sharpe
high,0.00057825225,0.04071994013118782,510,0.21106207,0.7779533638753321,0.2713042754339237
low,0.0021716093,0.020142575068909725,510,0.7926374,0.38482335635773485,2.059743502270303
medium,-0.0007117882,0.030060172752229344,526,-0.2598027,0.574298794053464,-0.4523824562739098
unknown,0.0007853124,0.055173476563441286,29,0.286639,1.0540877896908116,0.2719308654830665
